Course Instance,Student id,Status,Grade,Course code
I-4901,19950801-0037,not started,,1267
I-3131,19960222-0038,completed,5.0,1246
I-3134,19960222-0038,withdrawn,,1084
I-2727,19960222-0038,not started,,1025
I-2508,19960222-0038,not started,,1267
I-1157,19960222-0038,registered,,1091
I-3241,19960222-0038,withdrawn,,1076
I-3242,19960222-0038,completed,5.0,1106
I-5346,19960222-0038,registered,,1039
I-3150,19960222-0038,registered,,1270
I-3355,19960222-0038,registered,,1153
I-5032,19960222-0038,withdrawn,,1064
I-1482,19960222-0038,completed,4.0,1093
I-5462,19960222-0038,completed,4.0,1131
I-2840,19960222-0038,not started,,1223
I-4177,19960828-0039,registered,,1299
I-1766,19960828-0039,not started,,1292
I-5442,19960828-0039,completed,4.0,1209
I-5020,19960828-0039,not started,,1107
I-5341,19960828-0039,completed,5.0,1256
I-3045,19960828-0039,not started,,1112
I-1885,19960828-0039,completed,3.0,1003
I-1882,19960828-0039,not started,,1286
I-709,19960118-0040,withdrawn,,1106
I-710,19960118-0040,not started,,1160
I-1018,19960118-0040,registered,,1091
I-2292,19960118-0040,registered,,1077
I-4380,19960118-0040,completed,5.0,1284
I-2512,19960118-0040,registered,,1162
I-830,19960118-0040,registered,,1111
I-5020,19960118-0040,registered,,1107
I-828,19960118-0040,not started,,1173
I-835,19960118-0040,withdrawn,,1075
I-613,19960118-0040,not started,,1168
I-4174,19960118-0040,completed,4.0,1120
I-832,19960118-0040,not started,,1183
I-934,19960118-0040,withdrawn,,1247
I-1579,19960118-0040,not started,,1041
I-5338,19960118-0040,registered,,1159
I-937,19960118-0040,completed,5.0,1128
I-2361,19980206-0041,not started,,1209
I-4324,19980206-0041,not started,,1050
I-2044,19980206-0041,registered,,1137
I-1206,19980206-0041,registered,,1134
I-679,19980206-0041,withdrawn,,1039
I-676,19980206-0041,withdrawn,,1240
I-777,19980206-0041,not started,,1265
I-456,19980206-0041,registered,,1281
I-683,19980206-0041,withdrawn,,1060
I-5089,19980206-0041,registered,,1101
I-790,19980206-0041,withdrawn,,1102
I-791,19980206-0041,registered,,1100
I-789,19980206-0041,withdrawn,,1239
I-898,19980206-0041,withdrawn,,1063
I-899,19980206-0041,completed,5.0,1256
I-900,19980206-0041,registered,,1064
I-2275,19980206-0041,not started,,1145
I-5301,19991130-0042,completed,4.0,1131
I-5303,19991130-0042,not started,,1011
I-5302,19991130-0042,registered,,1102
I-5306,19991130-0042,completed,3.0,1163
I-5417,19991130-0042,registered,,1210
I-2914,19991130-0042,withdrawn,,1197
I-3620,19991130-0042,not started,,1082
I-2495,19991130-0042,withdrawn,,1106
I-3023,19981023-0043,not started,,1297
I-2712,19981023-0043,not started,,1085
I-2713,19981023-0043,registered,,1055
I-1458,19981023-0043,completed,5.0,1124
I-2822,19981023-0043,not started,,1086
I-4697,19981023-0043,withdrawn,,1032
I-2610,19981023-0043,completed,5.0,1225
I-2829,19981023-0043,registered,,1072
I-4360,19950824-0044,completed,5.0,1215
I-4890,19950824-0044,completed,5.0,1248
I-5424,19950824-0044,not started,,1140
I-1443,19950824-0044,withdrawn,,1048
I-2396,19950824-0044,not started,,1274
I-717,19950824-0044,withdrawn,,1012
I-2397,19950824-0044,registered,,1222
I-2399,19950824-0044,not started,,1138
I-709,19961220-0045,not started,,1106
I-611,19961220-0045,not started,,1062
I-713,19961220-0045,not started,,1265
I-282,19961220-0045,completed,5.0,1077
I-4380,19961220-0045,withdrawn,,1284
I-295,19961220-0045,withdrawn,,1162
I-1983,19961220-0045,withdrawn,,1183
I-830,19961220-0045,withdrawn,,1111
I-4382,19961220-0045,completed,3.0,1168
I-834,19961220-0045,completed,4.0,1120
I-835,19961220-0045,completed,5.0,1075
I-828,19961220-0045,withdrawn,,1173
I-934,19961220-0045,not started,,1247
I-1785,19961220-0045,completed,4.0,1041
I-5338,19961220-0045,registered,,1159
I-937,19961220-0045,withdrawn,,1128
I-2687,19950308-0046,withdrawn,,1281
I-2688,19950308-0046,completed,5.0,1257
I-3725,19950308-0046,withdrawn,,1107
I-2583,19950308-0046,registered,,1060
I-2593,19950308-0046,completed,3.0,1239
I-2392,19950308-0046,withdrawn,,1174
I-1965,19950308-0046,withdrawn,,1148
I-2807,19950308-0046,not started,,1030
I-4323,19990824-0047,withdrawn,,1066
I-1413,19990824-0047,withdrawn,,1050
I-4762,19990824-0047,registered,,1023
I-4325,19990824-0047,not started,,1189
I-2148,19990824-0047,withdrawn,,1133
I-3494,19990824-0047,completed,5.0,1256
I-4330,19990824-0047,completed,4.0,1045
I-2258,19990824-0047,withdrawn,,1158
I-5194,19990824-0047,registered,,1282
I-4446,19990824-0047,registered,,1089
I-4237,19990824-0047,withdrawn,,1248
I-4557,19990824-0047,registered,,1144
I-2794,19990824-0047,withdrawn,,1249
I-4559,19990824-0047,completed,5.0,1246
I-4561,19990824-0047,not started,,1028
I-267,19970301-0048,not started,,1205
I-2478,19970301-0048,not started,,1034
I-1635,19970301-0048,registered,,1159
I-481,19970301-0048,not started,,1236
I-2592,19970301-0048,not started,,1031
I-2595,19970301-0048,registered,,1044
I-2594,19970301-0048,completed,5.0,1225
I-1466,19980102-0049,not started,,1274
I-4917,19980102-0049,not started,,1014
I-1144,19980102-0049,registered,,1267
I-4172,19980102-0049,completed,5.0,1159
I-4288,19980102-0049,withdrawn,,1258
I-3449,19980102-0049,withdrawn,,1154
I-4073,19980102-0049,withdrawn,,1297
I-1886,19980102-0049,withdrawn,,1275
I-1355,19970918-0050,completed,4.0,1159
I-3646,19970918-0050,not started,,1110
I-91,19970918-0050,withdrawn,,1006
I-512,19970918-0050,completed,4.0,1057
I-4283,19970918-0050,registered,,1133
I-4284,19970918-0050,completed,3.0,1269
I-4285,19970918-0050,not started,,1201
I-4287,19970918-0050,withdrawn,,1268
I-4686,19981214-0051,completed,5.0,1150
I-4479,19981214-0051,completed,5.0,1258
I-390,19981214-0051,completed,5.0,1137
I-2501,19981214-0051,registered,,1228
I-4808,19981214-0051,registered,,1163
I-4810,19981214-0051,completed,3.0,1156
I-1029,19981214-0051,withdrawn,,1205
I-4815,19981214-0051,withdrawn,,1070
I-1475,19981214-0051,withdrawn,,1241
I-4823,19981214-0051,withdrawn,,1063
I-730,19981214-0051,withdrawn,,1071
I-4919,19981214-0051,completed,4.0,1211
I-2699,19970721-0052,withdrawn,,1180
I-2183,19970721-0052,completed,3.0,1105
I-3020,19970721-0052,registered,,1107
I-4567,19970721-0052,not started,,1194
I-2492,19970721-0052,not started,,1176
I-5423,19970721-0052,registered,,1263
I-2707,19970721-0052,not started,,1230
I-909,19970721-0052,registered,,1122
I-1446,19970721-0052,not started,,1274
I-2496,19970721-0052,completed,3.0,1025
I-2812,19970721-0052,withdrawn,,1299
I-180,19970721-0052,completed,4.0,1196
I-2819,19970721-0052,not started,,1188
I-1863,19970721-0052,completed,5.0,1262
I-4332,19951006-0053,withdrawn,,1145
I-3710,19951006-0053,withdrawn,,1035
I-4334,19951006-0053,registered,,1226
I-4033,19951006-0053,not started,,1013
I-3609,19951006-0053,completed,5.0,1063
I-353,19951006-0053,withdrawn,,1295
I-3001,19951006-0053,registered,,1216
I-4343,19951006-0053,withdrawn,,1042
I-4339,19951006-0053,registered,,1232
I-4341,19951006-0053,withdrawn,,1118
I-4455,19951006-0053,not started,,1178
I-3932,19951006-0053,withdrawn,,1033
I-4457,19951006-0053,withdrawn,,1258
I-4984,19951006-0053,completed,3.0,1096
I-1014,19951006-0053,not started,,1194
I-4570,19951006-0053,not started,,1222
I-1332,19951006-0053,completed,5.0,1241
I-1128,19951006-0053,not started,,1250
I-2153,19990720-0054,not started,,1168
I-2458,19990720-0054,registered,,1057
I-4654,19990720-0054,withdrawn,,1239
I-1100,19990720-0054,completed,5.0,1046
I-2369,19990720-0054,registered,,1275
I-2370,19990720-0054,completed,5.0,1099
I-2371,19990720-0054,completed,5.0,1258
I-1313,19990720-0054,not started,,1182
I-1942,19971008-0055,withdrawn,,1233
I-579,19971008-0055,withdrawn,,1172
I-3708,19971008-0055,registered,,1286
I-258,19971008-0055,not started,,1238
I-1741,19971008-0055,completed,4.0,1237
I-2059,19971008-0055,completed,3.0,1025
I-2062,19971008-0055,not started,,1123
I-2478,19971008-0055,withdrawn,,1034
I-2707,19971008-0055,completed,4.0,1230
I-2593,19971008-0055,registered,,1239
I-64,19971008-0055,not started,,1157
I-2181,19971008-0055,not started,,1144
I-4686,19980524-0056,completed,3.0,1150
I-4688,19980524-0056,withdrawn,,1137
I-4690,19980524-0056,completed,3.0,1226
I-1025,19980524-0056,registered,,1228
I-4808,19980524-0056,withdrawn,,1163
I-3750,19980524-0056,not started,,1275
I-1463,19980524-0056,withdrawn,,1069
I-1142,19980524-0056,withdrawn,,1101
I-4918,19980524-0056,not started,,1241
I-730,19980524-0056,not started,,1071
I-4922,19980524-0056,not started,,1266
I-4926,19980524-0056,withdrawn,,1115
I-5311,19961122-0057,withdrawn,,1178
I-486,19961122-0057,withdrawn,,1080
I-1011,19961122-0057,not started,,1240
I-5421,19961122-0057,withdrawn,,1009
I-1131,19961122-0057,completed,3.0,1286
I-1133,19961122-0057,completed,3.0,1148
I-1132,19961122-0057,withdrawn,,1294
I-1553,19961122-0057,registered,,1173
I-3643,19961122-0057,not started,,1254
I-1248,19961122-0057,withdrawn,,1040
I-1247,19961122-0057,registered,,1042
I-1245,19961122-0057,registered,,1279
I-4177,19950522-0058,not started,,1299
I-1766,19950522-0058,completed,5.0,1292
I-5442,19950522-0058,completed,4.0,1209
I-4064,19950522-0058,withdrawn,,1080
I-1769,19950522-0058,completed,5.0,1107
I-613,19950522-0058,withdrawn,,1168
I-2095,19950522-0058,withdrawn,,1104
I-614,19950522-0058,withdrawn,,1025
I-1772,19950522-0058,not started,,1284
I-1771,19950522-0058,withdrawn,,1293
I-5341,19950522-0058,not started,,1256
I-1881,19950522-0058,registered,,1112
I-2208,19950522-0058,completed,5.0,1003
I-201,19950522-0058,withdrawn,,1275
I-2506,19970711-0059,completed,5.0,1288
I-2507,19970711-0059,completed,5.0,1266
I-507,19970711-0059,completed,4.0,1118
I-1353,19970711-0059,completed,4.0,1267
I-1579,19970711-0059,registered,,1041
I-2619,19970711-0059,completed,4.0,1291
I-4492,19970711-0059,completed,4.0,1177
I-2624,19970711-0059,registered,,1065
I-1514,19950829-0060,withdrawn,,1275
I-1515,19950829-0060,not started,,1065
I-3498,19950829-0060,not started,,1234
I-1517,19950829-0060,completed,3.0,1079
I-3813,19950829-0060,not started,,1199
I-1626,19950829-0060,withdrawn,,1277
I-1627,19950829-0060,not started,,1152
I-4243,19950829-0060,completed,4.0,1209
I-1965,19980221-0061,not started,,1148
I-3828,19980221-0061,withdrawn,,1074
I-912,19980221-0061,not started,,1168
I-277,19980221-0061,registered,,1189
I-3831,19980221-0061,completed,3.0,1027
I-5210,19980221-0061,completed,5.0,1087
I-3833,19980221-0061,completed,4.0,1162
I-708,19980221-0061,registered,,1031
I-3836,19980221-0061,withdrawn,,1028
I-3945,19980221-0061,registered,,1122
I-3946,19980221-0061,withdrawn,,1097
I-3948,19980221-0061,registered,,1210
I-3947,19980221-0061,registered,,1212
I-929,19980221-0061,not started,,1250
I-4065,19980221-0061,completed,3.0,1066
I-1351,19980221-0061,withdrawn,,1274
I-190,19980221-0061,registered,,1287
I-2300,19960928-0062,completed,5.0,1162
I-3336,19960928-0062,withdrawn,,1157
I-1354,19960928-0062,registered,,1255
I-4591,19960928-0062,completed,3.0,1281
I-301,19960928-0062,not started,,1272
I-1777,19960928-0062,withdrawn,,1139
I-4080,19960928-0062,not started,,1004
I-2416,19960928-0062,completed,4.0,1162
I-1966,19950319-0063,completed,3.0,1082
I-3621,19950319-0063,withdrawn,,1055
I-5110,19950319-0063,completed,4.0,1214
I-4156,19950319-0063,registered,,1017
I-3737,19950319-0063,withdrawn,,1281
I-3024,19950319-0063,registered,,1171
I-3741,19950319-0063,registered,,1099
I-3739,19950319-0063,completed,4.0,1162
I-1468,19970309-0064,completed,3.0,1203
I-82,19970309-0064,registered,,1086
I-3960,19970309-0064,registered,,1167
I-4914,19970309-0064,withdrawn,,1136
I-83,19970309-0064,registered,,1180
I-88,19970309-0064,completed,3.0,1079
I-87,19970309-0064,not started,,1194
I-4484,19970309-0064,registered,,1043
I-2093,19970309-0064,completed,4.0,1054
I-197,19970309-0064,withdrawn,,1286
I-627,19970309-0064,withdrawn,,1187
I-4604,19970309-0064,completed,4.0,1222
I-200,19970309-0064,not started,,1040
I-306,19970309-0064,completed,3.0,1070
I-307,19970309-0064,withdrawn,,1009
I-2326,19970309-0064,not started,,1290
I-3463,19970309-0064,registered,,1173
I-4991,19960315-0065,registered,,1260
I-4992,19960315-0065,registered,,1150
I-4994,19960315-0065,not started,,1021
I-4993,19960315-0065,registered,,1135
I-5113,19960315-0065,completed,4.0,1140
I-5114,19960315-0065,withdrawn,,1127
I-3226,19960315-0065,not started,,1167
I-1241,19960315-0065,completed,4.0,1066
I-5226,19960315-0065,withdrawn,,1149
I-5227,19960315-0065,registered,,1289
I-5021,19960315-0065,withdrawn,,1017
I-5230,19960315-0065,registered,,1260
I-3819,19980425-0066,not started,,1066
I-2387,19980425-0066,withdrawn,,1035
I-2698,19980425-0066,not started,,1015
I-3823,19980425-0066,registered,,1232
I-3933,19980425-0066,withdrawn,,1172
I-2921,19980425-0066,completed,3.0,1135
I-3938,19980425-0066,completed,5.0,1019
I-2699,19980425-0066,withdrawn,,1180
I-1646,19980425-0066,registered,,1269
I-3944,19980425-0066,not started,,1058
I-1753,19980425-0066,withdrawn,,1272
I-3521,19980425-0066,completed,4.0,1208
I-3941,19980425-0066,registered,,1194
I-3942,19980425-0066,registered,,1188
I-4052,19980425-0066,completed,5.0,1058
I-4053,19980425-0066,withdrawn,,1237
I-1758,19980425-0066,not started,,1119
I-4061,19980425-0066,registered,,1072
I-1532,19960924-0067,not started,,1181
I-3416,19960924-0067,registered,,1187
I-1535,19960924-0067,registered,,1078
I-581,19960924-0067,registered,,1136
I-1642,19960924-0067,completed,5.0,1150
I-4576,19960924-0067,not started,,1054
I-1648,19960924-0067,registered,,1197
I-1650,19960924-0067,completed,3.0,1086
I-1329,19951121-0068,registered,,1167
I-1330,19951121-0068,not started,,1132
I-4569,19951121-0068,withdrawn,,1241
I-808,19951121-0068,completed,3.0,1285
I-1333,19951121-0068,completed,3.0,1237
I-1335,19951121-0068,withdrawn,,1201
I-1336,19951121-0068,withdrawn,,1084
I-1338,19951121-0068,not started,,1012
I-1334,19951121-0068,not started,,1283
I-1452,19951121-0068,withdrawn,,1261
I-1453,19951121-0068,completed,3.0,1236
I-1455,19951121-0068,withdrawn,,1269
I-4690,19951121-0068,not started,,1226
I-4367,19980719-0069,withdrawn,,1273
I-4164,19980719-0069,not started,,1211
I-606,19980719-0069,not started,,1256
I-75,19980719-0069,not started,,1155
I-3745,19980719-0069,completed,4.0,1139
I-4171,19980719-0069,withdrawn,,1079
I-4797,19980719-0069,completed,5.0,1220
I-2184,19980719-0069,withdrawn,,1224
I-3646,19980719-0069,completed,5.0,1110
I-2723,19980719-0069,completed,3.0,1065
I-4278,19980719-0069,not started,,1119
I-3443,19980719-0069,registered,,1114
I-3819,19950124-0070,withdrawn,,1066
I-2698,19950124-0070,withdrawn,,1015
I-2387,19950124-0070,completed,4.0,1035
I-1325,19950124-0070,completed,4.0,1245
I-2809,19950124-0070,registered,,1172
I-71,19950124-0070,not started,,1135
I-3938,19950124-0070,registered,,1019
I-3937,19950124-0070,not started,,1152
I-1646,19950124-0070,completed,4.0,1269
I-2069,19950124-0070,completed,4.0,1194
I-3944,19950124-0070,registered,,1058
I-3521,19950124-0070,not started,,1208
I-3939,19950124-0070,not started,,1272
I-3943,19950124-0070,completed,4.0,1168
I-4052,19950124-0070,withdrawn,,1058
I-4053,19950124-0070,not started,,1237
I-4054,19950124-0070,completed,4.0,1176
I-1343,19950124-0070,withdrawn,,1125
I-1008,19990301-0071,completed,4.0,1005
I-3825,19990301-0071,not started,,1190
I-2905,19990301-0071,not started,,1111
I-2692,19990301-0071,completed,5.0,1022
I-1331,19990301-0071,withdrawn,,1285
I-3015,19990301-0071,completed,3.0,1252
I-2393,19990301-0071,completed,5.0,1104
I-5000,19990301-0071,withdrawn,,1084
I-3087,19990313-0072,withdrawn,,1229
I-1521,19990313-0072,completed,4.0,1036
I-3089,19990313-0072,not started,,1203
I-784,19990313-0072,registered,,1095
I-1629,19990313-0072,not started,,1209
I-3197,19990313-0072,completed,4.0,1129
I-3199,19990313-0072,completed,3.0,1064
I-3202,19990313-0072,not started,,1113
I-3304,19990313-0072,completed,3.0,1171
I-3306,19990313-0072,withdrawn,,1139
I-3309,19990313-0072,completed,5.0,1198
I-1737,19990313-0072,not started,,1292
I-42,19990702-0073,completed,4.0,1045
I-2667,19990702-0073,registered,,1175
I-2464,19990702-0073,registered,,1264
I-1414,19990702-0073,not started,,1290
I-2785,19990702-0073,registered,,1237
I-3917,19990702-0073,registered,,1229
I-2787,19990702-0073,completed,5.0,1176
I-2788,19990702-0073,withdrawn,,1014
I-3724,19950309-0074,withdrawn,,1150
I-3109,19950309-0074,not started,,1191
I-5093,19950309-0074,registered,,1292
I-4042,19950309-0074,not started,,1051
I-2592,19950309-0074,completed,3.0,1031
I-1853,19950309-0074,registered,,1189
I-1856,19950309-0074,not started,,1271
I-4358,19950309-0074,withdrawn,,1296
I-709,19990711-0075,not started,,1106
I-711,19990711-0075,completed,3.0,1091
I-611,19990711-0075,registered,,1062
I-4269,19990711-0075,not started,,1160
I-4380,19990711-0075,not started,,1284
I-295,19990711-0075,registered,,1162
I-934,19990711-0075,completed,3.0,1247
I-2618,19990711-0075,completed,3.0,1041
I-936,19990711-0075,registered,,1159
I-937,19990711-0075,not started,,1128
I-926,19961023-0076,not started,,1162
I-2301,19961023-0076,registered,,1157
I-3445,19961023-0076,not started,,1295
I-2724,19961023-0076,completed,4.0,1281
I-301,19961023-0076,not started,,1272
I-3755,19961023-0076,registered,,1139
I-2416,19961023-0076,completed,3.0,1162
I-2415,19961023-0076,not started,,1287
I-1129,19981204-0077,completed,3.0,1157
I-65,19981204-0077,registered,,1244
I-5214,19981204-0077,withdrawn,,1108
I-4157,19981204-0077,registered,,1250
I-179,19981204-0077,withdrawn,,1048
I-3433,19981204-0077,withdrawn,,1194
I-4365,19981204-0077,not started,,1107
I-1971,19981204-0077,completed,5.0,1258
I-291,19981204-0077,registered,,1276
I-293,19981204-0077,completed,4.0,1118
I-4596,19981204-0077,registered,,1207
I-5330,19981204-0077,registered,,1072
I-567,19960414-0078,registered,,1168
I-3294,19960414-0078,not started,,1057
I-2254,19960414-0078,withdrawn,,1239
I-4022,19960414-0078,not started,,1046
I-894,19960414-0078,registered,,1275
I-2370,19960414-0078,withdrawn,,1099
I-2371,19960414-0078,completed,4.0,1258
I-1313,19960414-0078,not started,,1182
I-1117,19950404-0079,completed,5.0,1206
I-805,19950404-0079,registered,,1041
I-2274,19950404-0079,withdrawn,,1240
I-1435,19950404-0079,registered,,1145
I-2277,19950404-0079,registered,,1091
I-2276,19950404-0079,withdrawn,,1119
I-1328,19950404-0079,registered,,1016
I-3308,19950404-0079,completed,4.0,1264
I-694,19950404-0079,withdrawn,,1086
I-1739,19950404-0079,registered,,1051
I-2388,19950404-0079,not started,,1211
I-1756,19950404-0079,completed,3.0,1061
I-2389,19950404-0079,completed,5.0,1288
I-2395,19950404-0079,withdrawn,,1047
I-2903,19950321-0080,not started,,1005
I-2904,19950321-0080,registered,,1190
I-2906,19950321-0080,not started,,1022
I-2905,19950321-0080,completed,3.0,1111
I-808,19950321-0080,completed,3.0,1285
I-4260,19950321-0080,withdrawn,,1104
I-3018,19950321-0080,registered,,1235
I-3017,19950321-0080,registered,,1282
I-4700,19970428-0081,not started,,1278
I-2516,19970428-0081,completed,4.0,1022
I-3852,19970428-0081,not started,,1113
I-3850,19970428-0081,registered,,1187
I-5028,19970428-0081,not started,,1194
I-3859,19970428-0081,not started,,1289
I-4816,19970428-0081,registered,,1058
I-4284,19970428-0081,withdrawn,,1269
I-4081,19970428-0081,completed,4.0,1225
I-3148,19970428-0081,withdrawn,,1201
I-2320,19970428-0081,completed,4.0,1269
I-4085,19970428-0081,withdrawn,,1254
I-983,19980418-0082,withdrawn,,1287
I-984,19980418-0082,withdrawn,,1109
I-4127,19980418-0082,withdrawn,,1227
I-3392,19980418-0082,withdrawn,,1022
I-986,19980418-0082,registered,,1126
I-5291,19980418-0082,registered,,1065
I-1824,19980418-0082,withdrawn,,1098
I-990,19980418-0082,not started,,1070
I-1102,19980418-0082,not started,,1053
I-1108,19980418-0082,completed,3.0,1276
I-2158,19980418-0082,registered,,1200
I-467,19980418-0082,registered,,1203
I-1107,19980418-0082,registered,,1290
I-1106,19980418-0082,completed,4.0,1072
I-1638,19980418-0082,withdrawn,,1244
I-4145,19980418-0082,completed,5.0,1170
I-2482,19980418-0082,completed,3.0,1161
I-3205,19980418-0082,completed,3.0,1192
I-1218,19980418-0082,completed,3.0,1262
I-802,19980418-0082,registered,,1172
I-1223,19980418-0082,completed,4.0,1250
I-1225,19980418-0082,not started,,1195
I-1227,19980418-0082,completed,5.0,1071
I-4987,19980418-0082,registered,,1202
I-3502,19970820-0083,not started,,1098
I-4454,19970820-0083,completed,5.0,1011
I-1530,19970820-0083,withdrawn,,1147
I-1735,19970820-0083,registered,,1029
I-2678,19970820-0083,not started,,1260
I-4134,19970820-0083,registered,,1298
I-5197,19970820-0083,withdrawn,,1134
I-3203,19970820-0083,registered,,1105
I-3105,19970820-0083,not started,,1006
I-2682,19970820-0083,registered,,1249
I-2794,19970820-0083,not started,,1249
I-4346,19970820-0083,registered,,1073
I-2797,19970820-0083,withdrawn,,1287
I-4351,19970820-0083,not started,,1038
I-2800,19970820-0083,registered,,1223
I-1551,19950907-0084,completed,3.0,1264
I-1552,19950907-0084,withdrawn,,1061
I-1137,19950907-0084,not started,,1173
I-1554,19950907-0084,registered,,1163
I-1660,19950907-0084,not started,,1156
I-1661,19950907-0084,withdrawn,,1103
I-1664,19950907-0084,completed,3.0,1044
I-4594,19950907-0084,registered,,1285
I-4124,19950703-0085,withdrawn,,1232
I-2565,19950703-0085,not started,,1233
I-4130,19950703-0085,withdrawn,,1110
I-3802,19950703-0085,completed,5.0,1031
I-254,19950703-0085,withdrawn,,1248
I-4238,19950703-0085,not started,,1127
I-5084,19950703-0085,withdrawn,,1075
I-4450,19950703-0085,withdrawn,,1037
I-1035,19961124-0086,withdrawn,,1147
I-4702,19961124-0086,not started,,1212
I-1036,19961124-0086,completed,3.0,1082
I-3540,19961124-0086,withdrawn,,1003
I-3147,19961124-0086,completed,5.0,1102
I-2101,19961124-0086,withdrawn,,1057
I-3345,19961124-0086,completed,5.0,1224
I-2105,19961124-0086,not started,,1141
I-2213,19961124-0086,completed,3.0,1264
I-3466,19961124-0086,completed,4.0,1032
I-2217,19961124-0086,withdrawn,,1038
I-4609,19961124-0086,not started,,1297
I-377,19980805-0087,registered,,1289
I-485,19980805-0087,not started,,1089
I-4355,19980805-0087,not started,,1124
I-4356,19980805-0087,withdrawn,,1100
I-4357,19980805-0087,not started,,1068
I-4358,19980805-0087,not started,,1296
I-4362,19980805-0087,withdrawn,,1137
I-4895,19980805-0087,withdrawn,,1094
I-3019,19980805-0087,not started,,1215
I-4359,19980805-0087,withdrawn,,1216
I-4807,19980805-0087,completed,3.0,1046
I-5321,19980805-0087,not started,,1201
I-4477,19980805-0087,withdrawn,,1271
I-3631,19980805-0087,registered,,1022
I-4589,19980805-0087,completed,4.0,1159
I-4275,19980805-0087,withdrawn,,1098
I-4592,19980805-0087,not started,,1137
I-2094,19980805-0087,completed,3.0,1294
I-1528,19970721-0088,not started,,1280
I-891,19970721-0088,completed,4.0,1175
I-2681,19970721-0088,registered,,1298
I-4135,19970721-0088,withdrawn,,1219
I-4246,19970721-0088,registered,,1120
I-4247,19970721-0088,withdrawn,,1275
I-4249,19970721-0088,withdrawn,,1086
I-5413,19970721-0088,not started,,1251
I-4437,19970904-0089,completed,5.0,1291
I-344,19970904-0089,completed,4.0,1028
I-346,19970904-0089,withdrawn,,1224
I-4132,19970904-0089,registered,,1031
I-351,19970904-0089,registered,,1115
I-2777,19970904-0089,not started,,1059
I-674,19970904-0089,completed,5.0,1209
I-140,19970904-0089,withdrawn,,1258
I-345,19970904-0089,withdrawn,,1265
I-349,19970904-0089,registered,,1283
I-148,19970904-0089,completed,4.0,1240
I-461,19970904-0089,completed,4.0,1192
I-463,19970904-0089,withdrawn,,1230
I-469,19970904-0089,completed,3.0,1145
I-1540,19970904-0089,registered,,1136
I-4989,19970904-0089,completed,5.0,1127
I-264,19970904-0089,registered,,1230
I-803,19970904-0089,not started,,1092
I-1319,19960609-0090,registered,,1139
I-4348,19960609-0090,withdrawn,,1268
I-4881,19960609-0090,not started,,1101
I-1327,19960609-0090,completed,3.0,1018
I-1440,19960609-0090,completed,3.0,1069
I-1441,19960609-0090,not started,,1038
I-1443,19960609-0090,not started,,1048
I-1123,19960609-0090,registered,,1264
I-807,19960609-0090,registered,,1009
I-1451,19960609-0090,completed,5.0,1033
I-4885,19960609-0090,not started,,1101
I-4568,19960609-0090,withdrawn,,1250
I-2705,19960609-0090,completed,3.0,1274
I-1450,19960609-0090,completed,4.0,1064
I-4991,19990918-0091,completed,5.0,1260
I-4994,19990918-0091,completed,3.0,1021
I-4361,19990918-0091,registered,,1211
I-4996,19990918-0091,not started,,1268
I-5113,19990918-0091,registered,,1140
I-3844,19990918-0091,completed,3.0,1127
I-3226,19990918-0091,not started,,1167
I-5116,19990918-0091,withdrawn,,1066
I-1030,19990918-0091,not started,,1149
I-1032,19990918-0091,registered,,1289
I-5228,19990918-0091,completed,5.0,1230
I-1773,19990918-0091,withdrawn,,1204
I-362,19980925-0092,withdrawn,,1077
I-5293,19980925-0092,not started,,1049
I-5294,19980925-0092,withdrawn,,1195
I-5295,19980925-0092,completed,5.0,1171
I-3212,19980925-0092,registered,,1122
I-4251,19980925-0092,withdrawn,,1224
I-1224,19980925-0092,completed,5.0,1202
I-5414,19980925-0092,completed,5.0,1234
I-1034,19960227-0093,registered,,1258
I-5229,19960227-0093,registered,,1090
I-2201,19960227-0093,registered,,1204
I-4696,19960227-0093,withdrawn,,1160
I-4492,19960227-0093,withdrawn,,1177
I-513,19960227-0093,not started,,1242
I-4498,19960227-0093,withdrawn,,1158
I-4497,19960227-0093,completed,5.0,1226
I-4608,19960227-0093,registered,,1035
I-208,19960227-0093,completed,5.0,1146
I-2635,19960227-0093,registered,,1050
I-4617,19960227-0093,registered,,1014
I-993,19990531-0094,not started,,1278
I-4981,19990531-0094,not started,,1061
I-3814,19990531-0094,registered,,1117
I-1837,19990531-0094,withdrawn,,1253
I-3923,19990531-0094,completed,4.0,1037
I-2278,19990531-0094,not started,,1264
I-476,19990531-0094,not started,,1291
I-3927,19990531-0094,not started,,1146
I-4043,19990531-0094,withdrawn,,1066
I-5211,19990531-0094,not started,,1007
I-4047,19990531-0094,registered,,1115
I-4793,19990531-0094,completed,5.0,1153
I-4045,19990531-0094,completed,5.0,1290
I-4049,19990531-0094,not started,,1229
I-4050,19990531-0094,completed,5.0,1181
I-4048,19990531-0094,not started,,1263
I-175,19970408-0095,registered,,1224
I-374,19970408-0095,not started,,1193
I-375,19970408-0095,withdrawn,,1142
I-376,19970408-0095,registered,,1022
I-383,19970408-0095,withdrawn,,1218
I-494,19970408-0095,withdrawn,,1135
I-495,19970408-0095,completed,5.0,1240
I-496,19970408-0095,not started,,1089
I-3962,19970408-0095,registered,,1095
I-833,19970408-0095,not started,,1168
I-720,19970408-0095,withdrawn,,1274
I-3132,19970408-0095,registered,,1267
I-2284,19990427-0096,withdrawn,,1215
